defect_id,asset_id,section_id,defect_type,asset_type,initial_severity_grade,severity_grade,detected_date,resolved_date,status,escalated_to_critical_within_30d,escalation_date,future_event_desc,duration_hours,is_monsoon_detected
DEF_00118,TRA_SEC_08_3,SEC_08,Sleeper_Fastening_Defect,Track,1,4,2024-03-29 00:00:00,2024-04-01 00:00:00,RESOLVED,1,2024-04-10 00:00:00,Escalated to Grade 4 on 2024-04-10 (+12 days),11.29,0
DEF_00119,SIG_SEC_17_1,SEC_17,Track_Circuit_Glitch,Signal,1,1,2024-03-30 00:00:00,2024-03-31 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-04-29),3.88,0
DEF_00120,OHE_SEC_11_2,SEC_11,Cantilever_Assembly_Wear,OHE,2,2,2024-03-31 00:00:00,2024-04-01 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-04-30),13.69,0
DEF_00121,SIG_SEC_09_3,SEC_09,Track_Circuit_Glitch,Signal,1,1,2024-03-31 00:00:00,2024-04-02 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-04-30),1.1,0
DEF_00122,TRA_SEC_12_2,SEC_12,Sleeper_Fastening_Defect,Track,2,2,2024-03-31 00:00:00,2024-04-02 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-04-30),6.63,0
DEF_00123,TRA_SEC_07_1,SEC_07,Rail_Weld_Flaw,Track,2,2,2024-04-01 00:00:00,2024-04-08 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-01),5.51,0
DEF_00124,TRA_SEC_13_2,SEC_13,Track_Geometry_Rail_Wear,Track,1,1,2024-04-03 00:00:00,2024-04-14 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-03),12.15,0
DEF_00125,SIG_SEC_10_4,SEC_10,Signal_Interlocking_Failure,Signal,4,4,2024-04-03 00:00:00,2024-04-04 00:00:00,RESOLVED,0,,Pre-existing Grade 4 critical defect at observation date,4.68,0
DEF_00126,SIG_SEC_07_2,SEC_07,Track_Circuit_Glitch,Signal,1,1,2024-04-03 00:00:00,2024-04-08 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-03),3.24,0
DEF_00127,TRA_SEC_12_3,SEC_12,Sleeper_Fastening_Defect,Track,2,2,2024-04-04 00:00:00,2024-04-06 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-04),11.25,0
DEF_00128,SIG_SEC_16_4,SEC_16,Track_Circuit_Glitch,Signal,1,1,2024-04-05 00:00:00,2024-04-06 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-05),2.15,0
DEF_00129,OHE_SEC_07_2,SEC_07,Cantilever_Assembly_Wear,OHE,2,2,2024-04-06 00:00:00,2024-04-10 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-06),5.35,0
DEF_00130,SIG_SEC_09_2,SEC_09,Track_Circuit_Glitch,Signal,1,1,2024-04-06 00:00:00,2024-04-08 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-06),2.55,0
DEF_00131,TRA_SEC_10_2,SEC_10,Track_Geometry_Rail_Wear,Track,1,1,2024-04-08 00:00:00,2024-04-11 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-08),3.3,0
DEF_00132,TRA_SEC_10_1,SEC_10,Rail_Weld_Flaw,Track,1,1,2024-04-08 00:00:00,2024-04-14 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-08),12.74,0
DEF_00133,TRA_SEC_02_1,SEC_02,Track_Geometry_Rail_Wear,Track,1,1,2024-04-08 00:00:00,2024-04-09 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-08),2.74,0
DEF_00134,SIG_SEC_16_4,SEC_16,Track_Circuit_Glitch,Signal,2,2,2024-04-08 00:00:00,2024-04-11 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-08),2.82,0
DEF_00135,OHE_SEC_10_2,SEC_10,Cantilever_Assembly_Wear,OHE,1,4,2024-04-08 00:00:00,2024-04-13 00:00:00,RESOLVED,1,2024-04-14 00:00:00,Escalated to Grade 4 on 2024-04-14 (+6 days),9.14,0
DEF_00136,SIG_SEC_01_2,SEC_01,Track_Circuit_Glitch,Signal,3,3,2024-04-09 00:00:00,2024-04-15 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-09),4.55,0
DEF_00137,SIG_SEC_09_2,SEC_09,Signal_Interlocking_Failure,Signal,2,2,2024-04-10 00:00:00,2024-04-19 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-10),5.39,0
DEF_00138,OHE_SEC_12_2,SEC_12,Cantilever_Assembly_Wear,OHE,1,1,2024-04-10 00:00:00,2024-04-18 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-10),4.2,0
DEF_00139,TRA_SEC_15_1,SEC_15,Sleeper_Fastening_Defect,Track,1,1,2024-04-12 00:00:00,2024-04-17 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-12),4.88,0
DEF_00140,SIG_SEC_10_2,SEC_10,Track_Circuit_Glitch,Signal,1,1,2024-04-12 00:00:00,2024-04-15 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-12),1.72,0
DEF_00141,OHE_SEC_05_1,SEC_05,OHE_Stagger_Deviation,OHE,1,1,2024-04-14 00:00:00,2024-04-15 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-14),19.7,0
DEF_00142,SIG_SEC_17_4,SEC_17,Point_Machine_Wear,Signal,3,4,2024-04-14 00:00:00,2024-04-22 00:00:00,RESOLVED,1,2024-05-11 00:00:00,Escalated to Grade 4 on 2024-05-11 (+27 days),14.03,0
DEF_00143,TRA_SEC_11_3,SEC_11,Track_Geometry_Rail_Wear,Track,1,1,2024-04-15 00:00:00,2024-04-17 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-15),5.54,0
DEF_00144,TRA_SEC_11_2,SEC_11,Rail_Weld_Flaw,Track,1,1,2024-04-15 00:00:00,2024-04-16 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-15),6.35,0
DEF_00145,OHE_SEC_03_2,SEC_03,OHE_Stagger_Deviation,OHE,1,1,2024-04-16 00:00:00,2024-04-20 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-16),3.42,0
DEF_00146,SIG_SEC_16_1,SEC_16,Signal_Interlocking_Failure,Signal,1,1,2024-04-16 00:00:00,2024-04-17 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-16),3.11,0
DEF_00147,SIG_SEC_03_1,SEC_03,Track_Circuit_Glitch,Signal,2,2,2024-04-16 00:00:00,2024-04-17 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-16),2.3,0
DEF_00148,TRA_SEC_16_3,SEC_16,Track_Geometry_Rail_Wear,Track,4,4,2024-04-16 00:00:00,2024-04-17 00:00:00,RESOLVED,0,,Pre-existing Grade 4 critical defect at observation date,6.02,0
DEF_00149,SIG_SEC_06_1,SEC_06,Signal_Interlocking_Failure,Signal,1,4,2024-04-17 00:00:00,2024-04-18 00:00:00,RESOLVED,1,2024-04-30 00:00:00,Escalated to Grade 4 on 2024-04-30 (+13 days),12.11,0
DEF_00150,SIG_SEC_14_1,SEC_14,Point_Machine_Wear,Signal,1,1,2024-04-17 00:00:00,2024-04-18 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-17),6.14,0
DEF_00151,TRA_SEC_15_3,SEC_15,Rail_Weld_Flaw,Track,3,3,2024-04-18 00:00:00,2024-04-20 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-18),6.35,0
DEF_00152,SIG_SEC_06_4,SEC_06,Point_Machine_Wear,Signal,3,3,2024-04-18 00:00:00,2024-04-24 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-18),4.2,0
DEF_00153,SIG_SEC_17_2,SEC_17,Signal_Interlocking_Failure,Signal,4,4,2024-04-19 00:00:00,2024-04-22 00:00:00,RESOLVED,0,,Pre-existing Grade 4 critical defect at observation date,20.07,0
DEF_00154,TRA_SEC_13_3,SEC_13,Sleeper_Fastening_Defect,Track,1,1,2024-04-20 00:00:00,2024-04-22 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-20),9.03,0
DEF_00155,TRA_SEC_01_1,SEC_01,Sleeper_Fastening_Defect,Track,2,2,2024-04-20 00:00:00,2024-04-23 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-20),4.45,0
DEF_00156,TRA_SEC_06_1,SEC_06,Sleeper_Fastening_Defect,Track,2,2,2024-04-20 00:00:00,2024-04-24 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-20),4.64,0
DEF_00157,OHE_SEC_03_1,SEC_03,OHE_Stagger_Deviation,OHE,1,1,2024-04-20 00:00:00,2024-04-21 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-20),4.45,0
DEF_00158,SIG_SEC_13_2,SEC_13,Signal_Interlocking_Failure,Signal,3,3,2024-04-21 00:00:00,2024-04-25 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-21),2.87,0
DEF_00159,SIG_SEC_02_1,SEC_02,Point_Machine_Wear,Signal,1,1,2024-04-21 00:00:00,2024-04-22 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-21),6.67,0
DEF_00160,OHE_SEC_15_2,SEC_15,OHE_Stagger_Deviation,OHE,1,1,2024-04-22 00:00:00,2024-04-30 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-22),4.38,0
DEF_00161,SIG_SEC_10_3,SEC_10,Signal_Interlocking_Failure,Signal,1,1,2024-04-23 00:00:00,2024-04-28 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-23),14.0,0
DEF_00162,TRA_SEC_14_1,SEC_14,Sleeper_Fastening_Defect,Track,2,4,2024-04-23 00:00:00,2024-04-26 00:00:00,RESOLVED,1,2024-05-04 00:00:00,Escalated to Grade 4 on 2024-05-04 (+11 days),10.91,0
DEF_00163,SIG_SEC_11_4,SEC_11,Signal_Interlocking_Failure,Signal,1,1,2024-04-24 00:00:00,2024-04-27 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-24),5.73,0
DEF_00164,SIG_SEC_10_2,SEC_10,Signal_Interlocking_Failure,Signal,1,1,2024-04-25 00:00:00,2024-04-28 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-25),5.89,0
DEF_00165,OHE_SEC_14_1,SEC_14,OHE_Stagger_Deviation,OHE,4,4,2024-04-25 00:00:00,2024-04-28 00:00:00,RESOLVED,0,,Pre-existing Grade 4 critical defect at observation date,21.74,0
DEF_00166,TRA_SEC_11_3,SEC_11,Track_Geometry_Rail_Wear,Track,1,4,2024-04-25 00:00:00,2024-04-26 00:00:00,RESOLVED,1,2024-05-05 00:00:00,Escalated to Grade 4 on 2024-05-05 (+10 days),6.08,0
DEF_00167,SIG_SEC_12_3,SEC_12,Signal_Interlocking_Failure,Signal,3,3,2024-04-26 00:00:00,2024-04-30 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-26),13.44,0
DEF_00168,SIG_SEC_07_2,SEC_07,Signal_Interlocking_Failure,Signal,1,1,2024-04-26 00:00:00,2024-04-27 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-26),7.54,0
DEF_00169,OHE_SEC_16_2,SEC_16,OHE_Stagger_Deviation,OHE,2,2,2024-04-27 00:00:00,2024-04-28 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-27),4.07,0
DEF_00170,SIG_SEC_10_2,SEC_10,Signal_Interlocking_Failure,Signal,1,1,2024-04-27 00:00:00,2024-04-28 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-27),4.88,0
DEF_00171,TRA_SEC_09_3,SEC_09,Sleeper_Fastening_Defect,Track,1,1,2024-04-28 00:00:00,2024-05-03 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-28),2.63,0
DEF_00172,SIG_SEC_04_1,SEC_04,Point_Machine_Wear,Signal,1,1,2024-04-28 00:00:00,2024-05-07 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-28),2.61,0
DEF_00173,TRA_SEC_17_3,SEC_17,Track_Geometry_Rail_Wear,Track,3,3,2024-04-29 00:00:00,2024-05-15 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-29),23.42,0
DEF_00174,SIG_SEC_17_2,SEC_17,Point_Machine_Wear,Signal,2,2,2024-04-29 00:00:00,2024-04-30 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-29),2.83,0
DEF_00175,OHE_SEC_13_1,SEC_13,OHE_Stagger_Deviation,OHE,1,4,2024-04-30 00:00:00,2024-05-01 00:00:00,RESOLVED,1,2024-05-01 00:00:00,Escalated to Grade 4 on 2024-05-01 (+1 days),8.24,0
DEF_00176,TRA_SEC_13_3,SEC_13,Sleeper_Fastening_Defect,Track,2,2,2024-05-01 00:00:00,2024-05-02 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-05-31),9.36,0
DEF_00177,SIG_SEC_03_4,SEC_03,Point_Machine_Wear,Signal,1,1,2024-05-03 00:00:00,2024-05-04 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-02),1.19,0
DEF_00178,SIG_SEC_10_4,SEC_10,Signal_Interlocking_Failure,Signal,2,2,2024-05-06 00:00:00,2024-05-08 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-05),7.72,0
DEF_00179,SIG_SEC_07_3,SEC_07,Track_Circuit_Glitch,Signal,1,1,2024-05-06 00:00:00,2024-05-09 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-05),6.52,0
DEF_00180,SIG_SEC_01_2,SEC_01,Signal_Interlocking_Failure,Signal,1,1,2024-05-07 00:00:00,2024-05-11 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-06),4.86,0
DEF_00181,SIG_SEC_05_4,SEC_05,Signal_Interlocking_Failure,Signal,4,4,2024-05-07 00:00:00,2024-05-10 00:00:00,RESOLVED,0,,Pre-existing Grade 4 critical defect at observation date,36.08,0
DEF_00182,OHE_SEC_02_1,SEC_02,Contact_Wire_Thinning,OHE,1,1,2024-05-07 00:00:00,2024-05-10 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-06),2.09,0
DEF_00183,TRA_SEC_12_2,SEC_12,Sleeper_Fastening_Defect,Track,1,1,2024-05-08 00:00:00,2024-05-10 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-07),2.94,0
DEF_00184,OHE_SEC_04_1,SEC_04,Contact_Wire_Thinning,OHE,3,4,2024-05-09 00:00:00,2024-05-14 00:00:00,RESOLVED,1,2024-05-13 00:00:00,Escalated to Grade 4 on 2024-05-13 (+4 days),9.21,0
DEF_00185,TRA_SEC_15_1,SEC_15,Sleeper_Fastening_Defect,Track,1,1,2024-05-11 00:00:00,2024-05-13 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-10),9.81,0
DEF_00186,OHE_SEC_12_1,SEC_12,Contact_Wire_Thinning,OHE,1,1,2024-05-12 00:00:00,2024-05-15 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-11),4.75,0
DEF_00187,SIG_SEC_02_1,SEC_02,Track_Circuit_Glitch,Signal,1,1,2024-05-12 00:00:00,2024-05-13 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-11),2.08,0
DEF_00188,SIG_SEC_15_2,SEC_15,Point_Machine_Wear,Signal,1,1,2024-05-12 00:00:00,2024-05-13 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-11),4.92,0
DEF_00189,SIG_SEC_03_2,SEC_03,Signal_Interlocking_Failure,Signal,1,1,2024-05-12 00:00:00,2024-05-13 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-11),5.23,0
DEF_00190,SIG_SEC_03_4,SEC_03,Track_Circuit_Glitch,Signal,1,4,2024-05-13 00:00:00,2024-05-14 00:00:00,RESOLVED,1,2024-05-27 00:00:00,Escalated to Grade 4 on 2024-05-27 (+14 days),10.08,0
DEF_00191,SIG_SEC_01_2,SEC_01,Signal_Interlocking_Failure,Signal,1,1,2024-05-13 00:00:00,2024-05-16 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-12),2.13,0
DEF_00192,OHE_SEC_14_2,SEC_14,OHE_Stagger_Deviation,OHE,1,1,2024-05-13 00:00:00,2024-05-16 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-12),5.59,0
DEF_00193,SIG_SEC_13_2,SEC_13,Track_Circuit_Glitch,Signal,1,1,2024-05-14 00:00:00,2024-05-16 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-13),3.38,0
DEF_00194,SIG_SEC_09_3,SEC_09,Point_Machine_Wear,Signal,2,2,2024-05-15 00:00:00,2024-05-21 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-14),7.64,0
DEF_00195,SIG_SEC_01_2,SEC_01,Point_Machine_Wear,Signal,1,1,2024-05-15 00:00:00,2024-05-20 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-14),5.49,0
DEF_00196,TRA_SEC_06_1,SEC_06,Sleeper_Fastening_Defect,Track,2,2,2024-05-15 00:00:00,2024-05-18 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-14),2.72,0
DEF_00197,SIG_SEC_14_1,SEC_14,Point_Machine_Wear,Signal,1,1,2024-05-15 00:00:00,2024-05-17 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-14),2.39,0
DEF_00198,SIG_SEC_01_4,SEC_01,Track_Circuit_Glitch,Signal,1,1,2024-05-17 00:00:00,2024-05-19 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-16),1.35,0
DEF_00199,SIG_SEC_14_2,SEC_14,Signal_Interlocking_Failure,Signal,2,2,2024-05-17 00:00:00,2024-05-18 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-16),8.45,0
DEF_00200,OHE_SEC_12_1,SEC_12,Contact_Wire_Thinning,OHE,1,1,2024-05-18 00:00:00,2024-05-22 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-17),2.34,0
DEF_00201,TRA_SEC_14_2,SEC_14,Sleeper_Fastening_Defect,Track,1,1,2024-05-18 00:00:00,2024-05-20 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-17),10.56,0
DEF_00202,SIG_SEC_09_3,SEC_09,Signal_Interlocking_Failure,Signal,4,4,2024-05-18 00:00:00,2024-05-22 00:00:00,RESOLVED,0,,Pre-existing Grade 4 critical defect at observation date,1.88,0
DEF_00203,TRA_SEC_01_3,SEC_01,Track_Geometry_Rail_Wear,Track,2,2,2024-05-19 00:00:00,2024-05-20 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-18),19.34,0
DEF_00204,SIG_SEC_05_2,SEC_05,Signal_Interlocking_Failure,Signal,1,1,2024-05-19 00:00:00,2024-05-20 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-18),4.25,0
DEF_00205,SIG_SEC_17_2,SEC_17,Signal_Interlocking_Failure,Signal,2,2,2024-05-20 00:00:00,2024-05-21 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-19),11.7,0
DEF_00206,SIG_SEC_17_1,SEC_17,Track_Circuit_Glitch,Signal,3,3,2024-05-20 00:00:00,2024-05-24 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-19),6.21,0
DEF_00207,SIG_SEC_14_2,SEC_14,Point_Machine_Wear,Signal,2,2,2024-05-22 00:00:00,2024-05-23 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-21),9.04,0
DEF_00208,OHE_SEC_06_1,SEC_06,OHE_Stagger_Deviation,OHE,1,1,2024-05-22 00:00:00,2024-05-23 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-21),3.94,0
DEF_00209,SIG_SEC_07_2,SEC_07,Track_Circuit_Glitch,Signal,1,1,2024-05-22 00:00:00,2024-05-25 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-21),2.55,0
DEF_00210,SIG_SEC_14_4,SEC_14,Signal_Interlocking_Failure,Signal,2,2,2024-05-23 00:00:00,2024-05-28 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-22),8.38,0
DEF_00211,OHE_SEC_12_2,SEC_12,Cantilever_Assembly_Wear,OHE,1,1,2024-05-24 00:00:00,2024-06-04 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-23),9.98,0
DEF_00212,TRA_SEC_10_3,SEC_10,Sleeper_Fastening_Defect,Track,1,1,2024-05-24 00:00:00,2024-05-31 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-23),7.67,0
DEF_00213,SIG_SEC_17_2,SEC_17,Signal_Interlocking_Failure,Signal,4,4,2024-05-24 00:00:00,2024-05-26 00:00:00,RESOLVED,0,,Pre-existing Grade 4 critical defect at observation date,6.28,0
DEF_00214,SIG_SEC_09_2,SEC_09,Point_Machine_Wear,Signal,1,1,2024-05-24 00:00:00,2024-05-27 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-23),2.58,0
DEF_00215,TRA_SEC_03_2,SEC_03,Sleeper_Fastening_Defect,Track,4,4,2024-05-24 00:00:00,2024-05-26 00:00:00,RESOLVED,0,,Pre-existing Grade 4 critical defect at observation date,16.49,0
DEF_00216,TRA_SEC_12_3,SEC_12,Track_Geometry_Rail_Wear,Track,1,1,2024-05-24 00:00:00,2024-05-26 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-23),5.24,0
DEF_00217,OHE_SEC_02_1,SEC_02,Contact_Wire_Thinning,OHE,2,2,2024-05-25 00:00:00,2024-05-27 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-24),6.12,0
DEF_00218,SIG_SEC_14_3,SEC_14,Signal_Interlocking_Failure,Signal,1,1,2024-05-26 00:00:00,2024-05-27 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-25),4.16,0
DEF_00219,SIG_SEC_07_3,SEC_07,Signal_Interlocking_Failure,Signal,2,2,2024-05-26 00:00:00,2024-05-27 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-25),3.72,0
DEF_00220,OHE_SEC_10_2,SEC_10,OHE_Stagger_Deviation,OHE,1,1,2024-05-27 00:00:00,2024-05-28 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-26),13.15,0
DEF_00221,SIG_SEC_04_3,SEC_04,Signal_Interlocking_Failure,Signal,3,3,2024-05-27 00:00:00,2024-06-01 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-26),5.31,0
DEF_00222,SIG_SEC_13_3,SEC_13,Signal_Interlocking_Failure,Signal,1,1,2024-05-28 00:00:00,2024-06-01 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-27),3.05,0
DEF_00223,OHE_SEC_03_2,SEC_03,Contact_Wire_Thinning,OHE,1,1,2024-05-28 00:00:00,2024-05-30 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-27),2.4,0
DEF_00224,SIG_SEC_03_1,SEC_03,Point_Machine_Wear,Signal,1,1,2024-05-29 00:00:00,2024-06-03 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-28),2.76,0
DEF_00225,TRA_SEC_17_1,SEC_17,Sleeper_Fastening_Defect,Track,1,1,2024-05-30 00:00:00,2024-06-01 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-29),6.42,0
DEF_00226,TRA_SEC_14_1,SEC_14,Rail_Weld_Flaw,Track,4,4,2024-05-30 00:00:00,2024-05-31 00:00:00,RESOLVED,0,,Pre-existing Grade 4 critical defect at observation date,27.4,0
DEF_00227,TRA_SEC_03_2,SEC_03,Sleeper_Fastening_Defect,Track,1,1,2024-05-31 00:00:00,2024-06-04 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-30),3.63,0
DEF_00228,TRA_SEC_09_2,SEC_09,Rail_Weld_Flaw,Track,1,1,2024-05-31 00:00:00,2024-06-02 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-30),5.17,0
DEF_00229,SIG_SEC_10_2,SEC_10,Point_Machine_Wear,Signal,1,1,2024-05-31 00:00:00,2024-06-03 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-06-30),4.45,0
DEF_00230,TRA_SEC_01_1,SEC_01,Sleeper_Fastening_Defect,Track,3,3,2024-06-01 00:00:00,2024-06-11 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-01),3.44,1
DEF_00231,SIG_SEC_02_2,SEC_02,Track_Circuit_Glitch,Signal,1,1,2024-06-02 00:00:00,2024-06-04 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-02),2.58,1
DEF_00232,SIG_SEC_10_3,SEC_10,Track_Circuit_Glitch,Signal,1,1,2024-06-02 00:00:00,2024-06-11 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-02),2.7,1
DEF_00233,TRA_SEC_12_3,SEC_12,Track_Geometry_Rail_Wear,Track,1,4,2024-06-02 00:00:00,2024-06-03 00:00:00,RESOLVED,1,2024-06-29 00:00:00,Escalated to Grade 4 on 2024-06-29 (+27 days),38.69,1
DEF_00234,SIG_SEC_01_1,SEC_01,Signal_Interlocking_Failure,Signal,1,4,2024-06-03 00:00:00,2024-06-05 00:00:00,RESOLVED,1,2024-06-12 00:00:00,Escalated to Grade 4 on 2024-06-12 (+9 days),13.83,1
DEF_00235,TRA_SEC_07_1,SEC_07,Track_Geometry_Rail_Wear,Track,2,2,2024-06-03 00:00:00,2024-06-05 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-03),11.94,1
